,year_id,state,fuel_id,energy_production_gwh
1027,12,TAS,2,186.1
1028,12,NT,2,4143.0
1029,12,VIC,3,179.1
1030,12,NSW,3,340.6
1031,12,QLD,3,1034.9
1032,12,WA,3,2458.3
1033,12,SA,3,126.7
1034,12,TAS,3,19.8
1035,12,NT,3,502.5
1036,12,VIC,4,0.0
1037,12,NSW,4,0.0
1038,12,QLD,4,0.0
1039,12,WA,4,0.0
1040,12,SA,4,0.0
1041,12,TAS,4,0.0
1042,12,NT,4,0.0
1043,12,VIC,5,229.7
1044,12,NSW,5,686.1
1045,12,QLD,5,1076.4
1046,12,WA,5,0.0
1047,12,SA,5,0.0
1048,12,TAS,5,0.0
1049,12,NT,5,0.0
1050,12,VIC,6,499.3
1051,12,NSW,6,411.0
1052,12,QLD,6,198.5
1053,12,WA,6,110.8
1054,12,SA,6,94.6
1055,12,TAS,6,31.8
1056,12,NT,6,8.0
1057,12,VIC,7,7080.6
1058,12,NSW,7,4805.9
1059,12,QLD,7,1826.0
1060,12,WA,7,3140.5
1061,12,SA,7,5867.1
1062,12,TAS,7,1815.3
1063,12,NT,7,0.0
1064,12,VIC,8,2852.0
1065,12,NSW,8,2964.2
1066,12,QLD,8,950.2
1067,12,WA,8,128.0
1068,12,SA,8,3.5
1069,12,TAS,8,8301.9
1070,12,NT,8,0.0
1071,12,VIC,9,1455.5
1072,12,NSW,9,3368.0
1073,12,QLD,9,3395.8
1074,12,WA,9,486.6
1075,12,SA,9,884.3
1076,12,TAS,9,3.0
1077,12,NT,9,44.6
1078,12,VIC,10,3176.4
1079,12,NSW,10,4892.9
1080,12,QLD,10,5160.9
1081,12,WA,10,2298.5
1082,12,SA,10,2128.2
1083,12,TAS,10,218.6
1084,12,NT,10,203.6
1085,12,VIC,11,0.0
1086,12,NSW,11,0.0
1087,12,QLD,11,0.0
1088,12,WA,11,0.0
1089,12,SA,11,0.0
1090,12,TAS,11,0.0
1091,12,NT,11,0.0
